Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8WZ84	reviewed	OR8D1_HUMAN	Olfactory receptor 8D1 (OST004) (Olfactory receptor 8D3) (Olfactory receptor OR11-301) (Olfactory receptor-like protein JCG9)	OR8D1 OR8D3	Homo sapiens (Human)	308
Q9GZM6	reviewed	OR8D2_HUMAN	Olfactory receptor 8D2 (Olfactory receptor OR11-303) (Olfactory receptor-like protein JCG2)	OR8D2	Homo sapiens (Human)	311
Q8NGM9	reviewed	OR8D4_HUMAN	Olfactory receptor 8D4 (Olfactory receptor OR11-275)	OR8D4	Homo sapiens (Human)	314
Q15617	reviewed	OR8G1_HUMAN	Olfactory receptor 8G1 (Olfactory receptor OR11-281) (Olfactory receptor TPCR25)	OR8G1 OR8G1P	Homo sapiens (Human)	311
Q6IF36	reviewed	O8G2P_HUMAN	Putative olfactory receptor 8G2 (Olfactory receptor 8G4) (Olfactory receptor OR11-292) (Olfactory receptor TPCR120)	OR8G2P OR8G2 OR8G4	Homo sapiens (Human)	304
P0DMU2	reviewed	OR83P_HUMAN	Putative olfactory receptor 8G3 pseudogene (Olfactory receptor OR11-297)	OR8G3P	Homo sapiens (Human)	310
Q8NG78	reviewed	OR8G5_HUMAN	Olfactory receptor 8G5 (Olfactory receptor 8G6) (Olfactory receptor OR11-298)	OR8G5 OR8G5P OR8G6	Homo sapiens (Human)	346
Q8NGG4	reviewed	OR8H1_HUMAN	Olfactory receptor 8H1 (Olfactory receptor OR11-180)	OR8H1	Homo sapiens (Human)	311
Q8N162	reviewed	OR8H2_HUMAN	Olfactory receptor 8H2 (Olfactory receptor OR11-171)	OR8H2	Homo sapiens (Human)	312
Q8N146	reviewed	OR8H3_HUMAN	Olfactory receptor 8H3 (Olfactory receptor OR11-172)	OR8H3	Homo sapiens (Human)	312
Q8N0Y5	reviewed	OR8I2_HUMAN	Olfactory receptor 8I2 (Olfactory receptor OR11-170)	OR8I2	Homo sapiens (Human)	310
Q8NGP2	reviewed	OR8J1_HUMAN	Olfactory receptor 8J1 (Olfactory receptor OR11-183)	OR8J1	Homo sapiens (Human)	316
Q8NGG1	reviewed	OR8J2_HUMAN	Olfactory receptor 8J2	OR8J2 OR8J2P	Homo sapiens (Human)	315
Q8NGG0	reviewed	OR8J3_HUMAN	Olfactory receptor 8J3 (Olfactory receptor OR11-173)	OR8J3	Homo sapiens (Human)	315
Q8NGG5	reviewed	OR8K1_HUMAN	Olfactory receptor 8K1 (Olfactory receptor OR11-182)	OR8K1	Homo sapiens (Human)	319
Q8NH51	reviewed	OR8K3_HUMAN	Olfactory receptor 8K3 (Olfactory receptor OR11-181)	OR8K3	Homo sapiens (Human)	312
Q8NH50	reviewed	OR8K5_HUMAN	Olfactory receptor 8K5 (Olfactory receptor OR11-174)	OR8K5	Homo sapiens (Human)	307
Q8NH09	reviewed	OR8S1_HUMAN	Olfactory receptor 8S1	OR8S1	Homo sapiens (Human)	359
Q8NH10	reviewed	OR8U1_HUMAN	Olfactory receptor 8U1	OR8U1	Homo sapiens (Human)	309
Q8NH85	reviewed	OR5R1_HUMAN	Olfactory receptor 8U3 (Olfactory receptor 5R1) (Olfactory receptor OR11-185)	OR8U3 OR5R1 OR5R1P	Homo sapiens (Human)	324
P0C7N1	reviewed	OR8U8_HUMAN	Olfactory receptor 8U8	OR8U8	Homo sapiens (Human)	319
P0C7N5	reviewed	OR8U9_HUMAN	Olfactory receptor 8U9	OR8U9	Homo sapiens (Human)	309
Q8NGU1	reviewed	OR9A1_HUMAN	Olfactory receptor 9A1 (HSHTPRX06)	OR9A1P OR9A1	Homo sapiens (Human)	314
Q8NGT5	reviewed	OR9A2_HUMAN	Olfactory receptor 9A2 (Olfactory receptor OR7-2)	OR9A2	Homo sapiens (Human)	310
Q8NGU2	reviewed	OR9A4_HUMAN	Olfactory receptor 9A4 (Olfactory receptor OR7-1)	OR9A4	Homo sapiens (Human)	314
Q8NH87	reviewed	OR9G1_HUMAN	Olfactory receptor 9G1 (Olfactory receptor 9G5) (Olfactory receptor OR11-114)	OR9G1 OR9G5	Homo sapiens (Human)	305
Q8NGQ1	reviewed	OR9G4_HUMAN	Olfactory receptor 9G4 (Olfactory receptor OR11-216)	OR9G4	Homo sapiens (Human)	327
P0C7N8	reviewed	OR9G9_HUMAN	Olfactory receptor 9G9	OR9G9	Homo sapiens (Human)	305
Q8NGQ6	reviewed	OR9I1_HUMAN	Olfactory receptor 9I1 (Olfactory receptor OR11-228)	OR9I1	Homo sapiens (Human)	314
Q8NGE7	reviewed	OR9K2_HUMAN	Olfactory receptor 9K2 (Olfactory receptor OR12-2)	OR9K2	Homo sapiens (Human)	335
Q8NGQ5	reviewed	OR9Q1_HUMAN	Olfactory receptor 9Q1	OR9Q1	Homo sapiens (Human)	310
Q8NGE9	reviewed	OR9Q2_HUMAN	Olfactory receptor 9Q2	OR9Q2 OR9Q2P	Homo sapiens (Human)	314
Q8TDS5	reviewed	OXER1_HUMAN	Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019)	OXER1 GPR170 TG1019	Homo sapiens (Human)	384
Q96P68	reviewed	OXGR1_HUMAN	2-oxoglutarate receptor 1 (Alpha-ketoglutarate receptor 1) (G-protein coupled receptor 80) (G-protein coupled receptor 99) (P2Y purinoceptor 15) (P2Y15) (P2Y-like GPCR) (P2Y-like nucleotide receptor)	OXGR1 GPR80 GPR99 P2RY15 P2Y15	Homo sapiens (Human)	337
P30559	reviewed	OXYR_HUMAN	Oxytocin receptor (OT-R)	OXTR	Homo sapiens (Human)	389
P47900	reviewed	P2RY1_HUMAN	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	P2RY1	Homo sapiens (Human)	373
O00398	reviewed	P2Y10_HUMAN	Putative P2Y purinoceptor 10 (P2Y10) (P2Y-like receptor)	P2RY10	Homo sapiens (Human)	339
Q96G91	reviewed	P2Y11_HUMAN	P2Y purinoceptor 11 (P2Y11)	P2RY11	Homo sapiens (Human)	374
Q9H244	reviewed	P2Y12_HUMAN	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	Homo sapiens (Human)	342
Q9BPV8	reviewed	P2Y13_HUMAN	P2Y purinoceptor 13 (P2Y13) (G-protein coupled receptor 86) (G-protein coupled receptor 94)	P2RY13 GPR86 GPR94 FKSG77	Homo sapiens (Human)	354
Q15391	reviewed	P2Y14_HUMAN	P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor)	P2RY14 GPR105 KIAA0001	Homo sapiens (Human)	338
P41231	reviewed	P2RY2_HUMAN	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	P2RY2 P2RU1	Homo sapiens (Human)	377
P51582	reviewed	P2RY4_HUMAN	P2Y purinoceptor 4 (P2Y4) (P2P) (Uridine nucleotide receptor) (UNR)	P2RY4 NRU	Homo sapiens (Human)	365
Q15077	reviewed	P2RY6_HUMAN	P2Y purinoceptor 6 (P2Y6)	P2RY6 PP2891	Homo sapiens (Human)	328
Q86VZ1	reviewed	P2RY8_HUMAN	P2Y purinoceptor 8 (P2Y8)	P2RY8	Homo sapiens (Human)	359
Q08499	reviewed	PDE4D_HUMAN	3',5'-cyclic-AMP phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43) (cAMP-specific phosphodiesterase 4D)	PDE4D DPDE3	Homo sapiens (Human)	809
P17612	reviewed	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351
P22694	reviewed	KAPCB_HUMAN	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	PRKACB	Homo sapiens (Human)	351
P10644	reviewed	KAP0_HUMAN	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)	PRKAR1A PKR1 PRKAR1 TSE1	Homo sapiens (Human)	381
P49683	reviewed	PRLHR_HUMAN	Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G-protein coupled receptor 10) (hGR3)	PRLHR GPR10 GR3	Homo sapiens (Human)	370
Q8TCW9	reviewed	PKR1_HUMAN	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a)	PROKR1 GPR73 PKR1	Homo sapiens (Human)	393
Q8NFJ6	reviewed	PKR2_HUMAN	Prokineticin receptor 2 (PK-R2) (G-protein coupled receptor 73-like 1) (G-protein coupled receptor I5E) (GPR73b) (GPRg2)	PROKR2 GPR73L1 PKR2	Homo sapiens (Human)	384
P25105	reviewed	PTAFR_HUMAN	Platelet-activating factor receptor (PAF-R) (PAFr)	PTAFR PAFR	Homo sapiens (Human)	342
Q13258	reviewed	PD2R_HUMAN	Prostaglandin D2 receptor (PGD receptor) (PGD2 receptor) (Prostanoid DP receptor)	PTGDR	Homo sapiens (Human)	359
Q9Y5Y4	reviewed	PD2R2_HUMAN	Prostaglandin D2 receptor 2 (Chemoattractant receptor-homologous molecule expressed on Th2 cells) (G-protein coupled receptor 44) (CD antigen CD294)	PTGDR2 CRTH2 DL1R GPR44	Homo sapiens (Human)	395
P34995	reviewed	PE2R1_HUMAN	Prostaglandin E2 receptor EP1 subtype (PGE receptor EP1 subtype) (PGE2 receptor EP1 subtype) (Prostanoid EP1 receptor)	PTGER1	Homo sapiens (Human)	402
P43116	reviewed	PE2R2_HUMAN	Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	PTGER2	Homo sapiens (Human)	358
P43115	reviewed	PE2R3_HUMAN	Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor)	PTGER3	Homo sapiens (Human)	390
P35408	reviewed	PE2R4_HUMAN	Prostaglandin E2 receptor EP4 subtype (PGE receptor EP4 subtype) (PGE2 receptor EP4 subtype) (Prostanoid EP4 receptor)	PTGER4 PTGER2	Homo sapiens (Human)	488
P43088	reviewed	PF2R_HUMAN	Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)	PTGFR	Homo sapiens (Human)	359
P43119	reviewed	PI2R_HUMAN	Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	PTGIR PRIPR	Homo sapiens (Human)	386
Q03431	reviewed	PTH1R_HUMAN	Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)	PTH1R PTHR PTHR1	Homo sapiens (Human)	593
P49190	reviewed	PTH2R_HUMAN	Parathyroid hormone 2 receptor (PTH2 receptor)	PTH2R PTHR2	Homo sapiens (Human)	550
Q05397	reviewed	FAK1_HUMAN	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)	PTK2 FAK FAK1	Homo sapiens (Human)	1052
Q14289	reviewed	FAK2_HUMAN	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	PTK2B FAK2 PYK2 RAFTK	Homo sapiens (Human)	1009
Q96P65	reviewed	QRFPR_HUMAN	Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	QRFPR GPR103	Homo sapiens (Human)	431
O60894	reviewed	RAMP1_HUMAN	Receptor activity-modifying protein 1 (Calcitonin-receptor-like receptor activity-modifying protein 1) (CRLR activity-modifying protein 1)	RAMP1	Homo sapiens (Human)	148
Q9Y4G8	reviewed	RPGF2_HUMAN	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	RAPGEF2 KIAA0313 NRAPGEP PDZGEF1	Homo sapiens (Human)	1499
P47804	reviewed	RGR_HUMAN	RPE-retinal G protein-coupled receptor	RGR	Homo sapiens (Human)	291
P49802	reviewed	RGS7_HUMAN	Regulator of G-protein signaling 7 (RGS7)	RGS7	Homo sapiens (Human)	495
Q6MZT1	reviewed	R7BP_HUMAN	Regulator of G-protein signaling 7-binding protein (R7 family-binding protein)	RGS7BP R7BP	Homo sapiens (Human)	257
Q6ZS82	reviewed	R9BP_HUMAN	Regulator of G-protein signaling 9-binding protein (RGS9-anchoring protein)	RGS9BP R9AP	Homo sapiens (Human)	235
Q96CC6	reviewed	RHDF1_HUMAN	Inactive rhomboid protein 1 (iRhom1) (Epidermal growth factor receptor-related protein) (Rhomboid 5 homolog 1) (Rhomboid family member 1) (p100hRho)	RHBDF1 C16orf8 DIST1 IRHOM1	Homo sapiens (Human)	855
P08100	reviewed	OPSD_HUMAN	Rhodopsin (Opsin-2)	RHO OPN2	Homo sapiens (Human)	348
Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335
Q7L523	reviewed	RRAGA_HUMAN	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	RRAGA	Homo sapiens (Human)	313
O14718	reviewed	OPSX_HUMAN	Visual pigment-like receptor peropsin	RRH	Homo sapiens (Human)	337
Q9HBX9	reviewed	RXFP1_HUMAN	Relaxin receptor 1 (Leucine-rich repeat-containing G-protein coupled receptor 7) (Relaxin family peptide receptor 1)	RXFP1 LGR7	Homo sapiens (Human)	757
Q8WXD0	reviewed	RXFP2_HUMAN	Relaxin receptor 2 (G-protein coupled receptor 106) (G-protein coupled receptor affecting testicular descent) (Leucine-rich repeat-containing G-protein coupled receptor 8) (Relaxin family peptide receptor 2)	RXFP2 GPR106 GREAT LGR8	Homo sapiens (Human)	754
Q9NSD7	reviewed	RL3R1_HUMAN	Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor SALPR) (G-protein coupled receptor GPCR135) (Relaxin family peptide receptor 3) (Somatostatin- and angiotensin-like peptide receptor)	RXFP3 GPCR135 RLN3R1 SALPR	Homo sapiens (Human)	469
Q8TDU9	reviewed	RL3R2_HUMAN	Relaxin-3 receptor 2 (RLN3 receptor 2) (G-protein coupled receptor 100) (G-protein coupled receptor GPCR142) (Insulin-like peptide INSL5 receptor) (Relaxin family peptide receptor 4)	RXFP4 GPCR142 GPR100 RLN3R2	Homo sapiens (Human)	374
P21453	reviewed	S1PR1_HUMAN	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	S1PR1 CHEDG1 EDG1	Homo sapiens (Human)	382
O95136	reviewed	S1PR2_HUMAN	Sphingosine 1-phosphate receptor 2 (S1P receptor 2) (S1P2) (Endothelial differentiation G-protein coupled receptor 5) (Sphingosine 1-phosphate receptor Edg-5) (S1P receptor Edg-5)	S1PR2 EDG5	Homo sapiens (Human)	353
Q99500	reviewed	S1PR3_HUMAN	Sphingosine 1-phosphate receptor 3 (S1P receptor 3) (S1P3) (Endothelial differentiation G-protein coupled receptor 3) (Sphingosine 1-phosphate receptor Edg-3) (S1P receptor Edg-3)	S1PR3 C9orf108 C9orf47 EDG3	Homo sapiens (Human)	378
O95977	reviewed	S1PR4_HUMAN	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	S1PR4 EDG6	Homo sapiens (Human)	384
Q9H228	reviewed	S1PR5_HUMAN	Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8)	S1PR5 EDG8	Homo sapiens (Human)	398
P47872	reviewed	SCTR_HUMAN	Secretin receptor (SCT-R)	SCTR	Homo sapiens (Human)	440
O95487	reviewed	SC24B_HUMAN	Protein transport protein Sec24B (SEC24-related protein B)	SEC24B	Homo sapiens (Human)	1268
O94855	reviewed	SC24D_HUMAN	Protein transport protein Sec24D (SEC24-related protein D)	SEC24D KIAA0755	Homo sapiens (Human)	1032
Q8N474	reviewed	SFRP1_HUMAN	Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	SFRP1 FRP FRP1 SARP2	Homo sapiens (Human)	314
Q99962	reviewed	SH3G2_HUMAN	Endophilin-A1 (EEN-B1) (Endophilin-1) (SH3 domain protein 2A) (SH3 domain-containing GRB2-like protein 2)	SH3GL2 CNSA2 SH3D2A	Homo sapiens (Human)	352
Q99835	reviewed	SMO_HUMAN	Protein smoothened (Protein Gx)	SMO SMOH	Homo sapiens (Human)	787
P30872	reviewed	SSR1_HUMAN	Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R) (SST1) (SRIF-2)	SSTR1	Homo sapiens (Human)	391
P30874	reviewed	SSR2_HUMAN	Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SST2) (SRIF-1)	SSTR2	Homo sapiens (Human)	369
P32745	reviewed	SSR3_HUMAN	Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SST3) (SSR-28)	SSTR3	Homo sapiens (Human)	418
P31391	reviewed	SSR4_HUMAN	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R) (SST4)	SSTR4	Homo sapiens (Human)	388
P35346	reviewed	SSR5_HUMAN	Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R) (SST5)	SSTR5	Homo sapiens (Human)	364
Q9BXA5	reviewed	SUCR1_HUMAN	Succinate receptor 1 (G-protein coupled receptor 91) (P2Y purinoceptor 1-like)	SUCNR1 GPR91	Homo sapiens (Human)	334
Q4LDE5	reviewed	SVEP1_HUMAN	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (CCP module-containing protein 22) (Polydom) (Selectin-like osteoblast-derived protein) (SEL-OB) (Serologically defined breast cancer antigen NY-BR-38)	SVEP1 C9orf13 CCP22 SELOB	Homo sapiens (Human)	3571
Q96RJ0	reviewed	TAAR1_HUMAN	Trace amine-associated receptor 1 (TaR-1) (Trace amine receptor 1)	TAAR1 TA1 TAR1 TRAR1	Homo sapiens (Human)	339
Q9P1P5	reviewed	TAAR2_HUMAN	Trace amine-associated receptor 2 (TaR-2) (Trace amine receptor 2) (G-protein coupled receptor 58)	TAAR2 GPR58	Homo sapiens (Human)	351
Q9P1P4	reviewed	TAAR3_HUMAN	Putative trace amine-associated receptor 3 (TaR-3) (Trace amine receptor 3) (hTaar3) (G-protein coupled receptor 57)	TAAR3P GPR57 TAAR3	Homo sapiens (Human)	343
O14804	reviewed	TAAR5_HUMAN	Trace amine-associated receptor 5 (TaR-5) (Trace amine receptor 5) (hTaar5) (Putative neurotransmitter receptor)	TAAR5 PNR	Homo sapiens (Human)	337
Q96RI8	reviewed	TAAR6_HUMAN	Trace amine-associated receptor 6 (TaR-6) (Trace amine receptor 6) (Trace amine receptor 4) (TaR-4)	TAAR6 TA4 TAR4 TRAR4	Homo sapiens (Human)	345
Q969N4	reviewed	TAAR8_HUMAN	Trace amine-associated receptor 8 (TaR-8) (Trace amine receptor 8) (G-protein coupled receptor 102) (Trace amine receptor 5) (TaR-5)	TAAR8 GPR102 TA5 TAR5 TRAR5	Homo sapiens (Human)	342
Q96RI9	reviewed	TAAR9_HUMAN	Trace amine-associated receptor 9 (TaR-9) (Trace amine receptor 9) (Trace amine receptor 3) (TaR-3)	TAAR9 TA3 TAR3 TRAR3	Homo sapiens (Human)	348
P25103	reviewed	NK1R_HUMAN	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1)	TACR1 NK1R TAC1R	Homo sapiens (Human)	407
P21452	reviewed	NK2R_HUMAN	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	TACR2 NK2R NKNAR TAC2R	Homo sapiens (Human)	398
P29371	reviewed	NK3R_HUMAN	Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3)	TACR3 NK3R TAC3R	Homo sapiens (Human)	465
Q7Z5A7	reviewed	TAFA5_HUMAN	Chemokine-like protein TAFA-5	TAFA5 FAM19A5 UNQ5208/PRO34524	Homo sapiens (Human)	132
Q7RTX1	reviewed	TS1R1_HUMAN	Taste receptor type 1 member 1 (G-protein coupled receptor 70)	TAS1R1 GPR70 T1R1 TR1 GM148	Homo sapiens (Human)	841
Q8TE23	reviewed	TS1R2_HUMAN	Taste receptor type 1 member 2 (G-protein coupled receptor 71) (Sweet taste receptor T1R2)	TAS1R2 GPR71 T1R2 TR2	Homo sapiens (Human)	839
Q7RTX0	reviewed	TS1R3_HUMAN	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)	TAS1R3 T1R3 TR3	Homo sapiens (Human)	852
P59542	reviewed	T2R19_HUMAN	Taste receptor type 2 member 19 (Taste receptor type 2 member 23) (Taste receptor type 2 member 48) (T2R48)	TAS2R19 TAS2R23 TAS2R48	Homo sapiens (Human)	299
P59533	reviewed	T2R38_HUMAN	Taste receptor type 2 member 38 (T2R38) (PTC bitter taste receptor) (Taste receptor type 2 member 61) (T2R61)	TAS2R38 PTC	Homo sapiens (Human)	333
Q7RTR8	reviewed	T2R42_HUMAN	Taste receptor type 2 member 42 (T2R42) (Taste receptor type 2 member 55) (T2R55)	TAS2R42 TAS2R55	Homo sapiens (Human)	314
P59540	reviewed	T2R46_HUMAN	Taste receptor type 2 member 46 (T2R46) (Taste receptor type 2 member 54) (T2R54)	TAS2R46	Homo sapiens (Human)	309
Q9NYW3	reviewed	TA2R7_HUMAN	Taste receptor type 2 member 7 (T2R7) (Taste receptor family B member 4) (TRB4)	TAS2R7	Homo sapiens (Human)	318
Q9NYW2	reviewed	TA2R8_HUMAN	Taste receptor type 2 member 8 (T2R8) (Taste receptor family B member 5) (TRB5)	TAS2R8	Homo sapiens (Human)	309
Q9NYW1	reviewed	TA2R9_HUMAN	Taste receptor type 2 member 9 (T2R9) (Taste receptor family B member 6) (TRB6)	TAS2R9	Homo sapiens (Human)	312
P21731	reviewed	TA2R_HUMAN	Thromboxane A2 receptor (TXA2-R) (Prostanoid TP receptor)	TBXA2R	Homo sapiens (Human)	343
Q8NBT3	reviewed	TM145_HUMAN	Transmembrane protein 145	TMEM145	Homo sapiens (Human)	493
Q8NBN3	reviewed	TM87A_HUMAN	Transmembrane protein 87A (Elkin1)	TMEM87A PSEC0094	Homo sapiens (Human)	555
Q96K49	reviewed	TM87B_HUMAN	Transmembrane protein 87B	TMEM87B	Homo sapiens (Human)	555
Q5BJF2	reviewed	SGMR2_HUMAN	Sigma intracellular receptor 2 (Sigma-2 receptor) (Sigma2 receptor) (Meningioma-associated protein 30) (Transmembrane protein 97)	TMEM97 MAC30 S2R	Homo sapiens (Human)	176
P34981	reviewed	TRFR_HUMAN	Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor)	TRHR	Homo sapiens (Human)	398
P16473	reviewed	TSHR_HUMAN	Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R)	TSHR LGR3	Homo sapiens (Human)	764
Q9UHD9	reviewed	UBQL2_HUMAN	Ubiquilin-2 (Chap1) (DSK2 homolog) (Protein linking IAP with cytoskeleton 2) (PLIC-2) (hPLIC-2) (Ubiquitin-like product Chap1/Dsk2)	UBQLN2 N4BP4 PLIC2 HRIHFB2157	Homo sapiens (Human)	624
Q9Y2K6	reviewed	UBP20_HUMAN	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2) (hVDU2)	USP20 KIAA1003 LSFR3A VDU2	Homo sapiens (Human)	914
Q8TEY7	reviewed	UBP33_HUMAN	Ubiquitin carboxyl-terminal hydrolase 33 (EC 3.4.19.12) (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1) (hVDU1)	USP33 KIAA1097 VDU1	Homo sapiens (Human)	942
Q9UKP6	reviewed	UR2R_HUMAN	Urotensin-2 receptor (UR-2-R) (G-protein coupled receptor 14) (Urotensin II receptor) (UR-II-R)	UTS2R GPR14	Homo sapiens (Human)	389
P32241	reviewed	VIPR1_HUMAN	Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1)	VIPR1	Homo sapiens (Human)	457
P41587	reviewed	VIPR2_HUMAN	Vasoactive intestinal polypeptide receptor 2 (VIP-R-2) (Helodermin-preferring VIP receptor) (Pituitary adenylate cyclase-activating polypeptide type III receptor) (PACAP type III receptor) (PACAP-R-3) (PACAP-R3) (VPAC2)	VIPR2 VIP2R	Homo sapiens (Human)	438
Q9GZP7	reviewed	VN1R1_HUMAN	Vomeronasal type-1 receptor 1 (G-protein coupled receptor GPCR24) (hGPCR24) (V1r-like receptor 1) (V3r-related gene protein) (Vomeronasal olfactory receptor chromosome 19 subtype I member 1)	VN1R1 V1RL1 VNR19I1	Homo sapiens (Human)	353
Q8TDU5	reviewed	VNRL4_HUMAN	Putative vomeronasal receptor-like protein 4 (G-protein coupled receptor GPCR23) (hGPCR23)	VN1R17P VNRL4	Homo sapiens (Human)	208
Q8NFZ6	reviewed	VN1R2_HUMAN	Vomeronasal type-1 receptor 2 (G-protein coupled receptor GPCR25) (hGPCR25) (V1r-like receptor 2)	VN1R2 V1RL2	Homo sapiens (Human)	395
Q9BXE9	reviewed	VN1R3_HUMAN	Vomeronasal type-1 receptor 3 (V1r-like receptor 3)	VN1R3 V1RL3 FKSG46	Homo sapiens (Human)	311
Q7Z5H5	reviewed	VN1R4_HUMAN	Vomeronasal type-1 receptor 4 (G-protein coupled receptor GPCR27) (hGPCR27) (V1r-like receptor 4)	VN1R4 V1RL4	Homo sapiens (Human)	301
P46094	reviewed	XCR1_HUMAN	Chemokine XC receptor 1 (G-protein coupled receptor 5) (Lymphotactin receptor) (XC chemokine receptor 1)	XCR1 CCXCR1 GPR5	Homo sapiens (Human)	333
